region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn
1,42,44,1,2,99.000,2,21,0.000,0,3,1,0,1,0,22.050,34.750,0.000,9.750,0.000,841.550,1501.550,0.000,395.000,0.000,1,0,0,0,0,1,0,1,0,3,0
1,20,34,1,2,22.000,4,0,0.000,1,3,1,1,1,1,4.850,18.250,35.050,34.750,31.650,75.450,338.550,731.050,635.000,570.650,0,0,1,1,1,1,1,1,1,4,0
2,72,60,1,21,31.000,1,38,1.000,0,2,0,0,1,0,32.250,0.000,0.000,33.500,0.000,2349.250,0.000,0.000,2385.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,2,36,0,3,25.000,1,6,0.000,1,1,1,1,1,1,1.900,15.750,28.700,5.000,24.150,3.600,23.050,29.050,5.000,20.950,0,0,1,0,1,1,1,1,0,3,0
3,46,25,0,5,57.000,5,0,0.000,1,2,1,1,1,1,20.250,21.250,39.400,9.750,28.350,923.950,968.950,1748.550,445.000,1246.450,0,0,0,1,0,0,1,1,1,1,0
2,39,51,1,21,41.000,5,20,0.000,0,6,1,1,1,1,12.100,20.500,54.300,9.750,35.350,492.800,910.250,2059.700,330.000,1301.100,1,1,1,1,1,1,1,1,1,4,0
3,24,25,1,1,20.000,3,1,0.000,1,2,0,1,0,0,8.150,0.000,27.950,0.000,0.000,209.350,0.000,615.800,0.000,0.000,1,0,0,1,1,0,1,0,0,2,1
3,59,43,1,4,101.000,2,22,0.000,1,5,0,0,1,0,13.650,0.000,0.000,20.750,0.000,817.650,0.000,0.000,1195.000,0.000,1,0,0,0,0,0,0,1,0,2,0
1,65,37,0,8,56.000,2,15,0.000,0,1,0,0,1,0,10.250,0.000,0.000,10.750,0.000,681.950,0.000,0.000,655.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,50,27,1,5,22.000,2,5,0.000,1,3,0,0,1,0,17.200,0.000,0.000,13.250,0.000,893.300,0.000,0.000,750.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,57,37,0,11,108.000,4,9,0.000,1,1,1,1,1,0,21.800,27.250,42.000,8.000,0.000,1292.000,1492.100,2394.750,425.000,0.000,1,0,0,1,1,1,0,1,0,3,0
3,61,48,0,14,115.000,4,20,0.000,1,1,1,1,1,1,12.800,16.000,39.200,17.250,31.000,785.700,953.950,2410.100,1015.000,1799.150,1,1,1,1,1,0,1,1,1,4,0
3,34,54,0,31,53.000,4,22,0.000,0,1,1,1,1,1,8.100,18.000,45.600,56.500,66.900,225.400,588.400,1463.800,1880.000,2304.800,1,1,1,1,0,0,1,0,1,4,0
3,38,53,0,13,242.000,4,12,0.000,0,1,1,1,1,1,8.950,37.750,54.100,28.500,50.750,396.350,1556.400,1979.100,1020.000,1934.900,1,1,1,0,1,1,1,1,1,4,0
1,3,24,1,2,20.000,2,3,0.000,1,5,1,0,1,0,3.350,22.500,0.000,9.250,0.000,7.550,49.550,0.000,15.000,0.000,0,1,0,1,1,1,0,1,0,3,0
2,4,47,0,5,123.000,4,11,0.000,0,1,0,1,1,0,2.500,0.000,25.300,13.750,0.000,9.250,0.000,99.500,40.000,0.000,0,0,0,1,0,0,1,0,1,1,0
2,15,35,0,0,34.000,1,12,0.000,0,1,0,0,0,0,3.950,0.000,0.000,0.000,0.000,47.950,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,25,29,1,8,31.000,4,3,0.000,1,5,0,1,0,0,12.950,0.000,33.050,0.000,0.000,348.900,0.000,832.850,0.000,0.000,1,0,0,1,0,0,0,0,1,2,1
3,21,44,0,25,47.000,1,12,0.000,1,2,0,0,1,0,7.050,0.000,0.000,14.500,0.000,182.300,0.000,0.000,285.000,0.000,0,0,0,0,1,1,1,1,0,3,0
3,50,37,1,11,48.000,3,8,0.000,1,2,1,0,1,0,12.900,27.750,0.000,8.750,0.000,669.750,1445.150,0.000,445.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,65,64,1,22,13.000,2,5,1.000,1,3,1,0,1,0,14.600,33.000,0.000,15.750,0.000,921.700,1990.200,0.000,930.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,59,52,1,18,78.000,1,25,0.000,0,2,0,0,0,0,18.600,0.000,0.000,0.000,0.000,1179.050,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,29,26,0,7,34.000,1,7,0.000,1,2,0,0,1,0,6.500,0.000,0.000,16.000,0.000,198.700,0.000,0.000,490.000,0.000,0,0,0,0,1,1,0,0,0,3,0
1,60,46,0,17,81.000,5,9,0.000,1,1,0,1,1,0,17.450,0.000,39.250,10.250,0.000,1067.000,0.000,2331.650,610.000,0.000,1,0,0,1,0,0,0,0,1,2,0
1,71,45,1,14,86.000,2,25,0.000,0,2,0,1,1,0,45.050,0.000,33.000,35.000,0.000,3235.900,0.000,2386.450,2495.000,0.000,1,0,0,1,0,0,0,0,0,2,0
3,38,27,1,0,26.000,4,2,0.000,0,4,0,1,1,1,12.200,0.000,38.750,9.250,28.050,477.500,0.000,1429.950,365.000,1111.000,0,1,1,1,1,1,1,0,1,4,1
3,16,34,1,5,51.000,2,8,0.000,1,5,0,0,1,0,4.700,0.000,0.000,16.500,0.000,61.500,0.000,0.000,260.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,7,31,0,10,59.000,3,10,0.000,0,1,0,1,0,0,2.450,0.000,29.800,0.000,0.000,16.350,0.000,170.200,0.000,0.000,0,1,0,0,0,1,0,0,1,1,0
1,59,53,0,21,112.000,4,16,0.000,0,1,0,1,0,1,21.100,0.000,38.550,0.000,25.300,1236.300,0.000,2190.100,0.000,1465.350,1,0,0,1,0,0,0,0,1,2,1
2,22,56,1,14,57.000,4,28,0.000,0,2,1,1,1,1,6.200,18.250,36.650,10.500,28.800,135.200,417.550,748.300,250.000,649.600,1,1,1,1,1,1,1,1,0,4,0
1,18,48,1,20,41.000,1,2,0.000,1,2,1,0,1,0,4.350,13.000,0.000,8.000,0.000,59.150,220.950,0.000,135.000,0.000,0,0,0,0,1,1,0,0,0,1,0
2,64,46,1,19,168.000,2,26,0.000,1,2,1,1,1,1,14.200,71.000,73.800,38.750,62.450,928.800,4667.750,4758.050,2460.000,3704.050,1,1,1,1,1,1,1,1,1,4,0
2,7,33,0,4,29.000,4,4,0.000,1,3,0,1,0,0,4.650,0.000,28.350,0.000,0.000,35.450,0.000,166.500,0.000,0.000,0,0,0,1,0,0,0,0,1,1,1
3,65,58,0,13,167.000,2,14,0.000,1,2,0,0,1,0,24.300,0.000,0.000,17.250,0.000,1642.350,0.000,0.000,1110.000,0.000,1,0,0,0,0,0,0,0,0,2,0
3,7,24,0,5,29.000,2,3,0.000,0,3,1,0,0,0,4.450,13.500,0.000,0.000,0.000,43.700,109.500,0.000,0.000,0.000,0,0,1,1,0,0,0,1,0,1,1
1,64,55,0,28,104.000,1,26,0.000,1,1,0,0,1,0,15.000,0.000,0.000,39.250,0.000,960.950,0.000,0.000,2360.000,0.000,0,0,0,0,1,0,0,1,0,3,0
3,42,22,1,0,46.000,4,0,0.000,0,2,1,1,1,1,9.350,20.250,51.350,6.000,36.000,311.850,850.650,2099.550,270.000,1503.650,1,1,1,1,0,1,1,0,0,4,1
3,33,26,0,5,46.000,4,1,0.000,1,3,1,1,1,1,11.000,17.500,40.900,6.000,32.050,350.050,593.100,1347.700,185.000,1009.500,0,0,1,1,1,1,1,1,1,4,0
1,3,33,0,8,51.000,4,0,0.000,1,1,0,1,0,0,2.900,0.000,19.900,0.000,0.000,12.050,0.000,40.150,0.000,0.000,0,0,0,0,0,0,0,0,0,1,1
2,69,42,1,11,65.000,2,18,0.000,0,2,1,1,1,1,14.200,30.500,64.200,31.500,66.550,1007.500,2082.750,4167.700,2125.000,4399.600,1,1,1,1,1,1,1,1,1,4,0
2,9,33,0,1,48.000,2,13,0.000,0,2,1,0,1,0,3.150,13.250,0.000,30.500,0.000,39.750,110.050,0.000,275.000,0.000,0,0,0,0,1,1,0,0,0,1,0
3,22,34,1,1,46.000,3,1,0.000,0,4,0,1,0,0,7.100,0.000,23.400,0.000,0.000,125.050,0.000,484.100,0.000,0.000,1,0,0,1,0,0,0,0,0,2,0
2,53,63,1,15,43.000,2,18,0.000,0,2,0,1,1,0,14.850,0.000,37.000,11.000,0.000,808.950,0.000,2012.600,535.000,0.000,1,0,0,1,0,0,0,0,1,2,0
3,71,53,0,30,110.000,1,34,0.000,0,1,0,0,1,0,17.450,0.000,0.000,14.750,0.000,1249.800,0.000,0.000,1100.000,0.000,1,0,0,0,0,0,0,0,0,2,0
3,24,26,0,2,32.000,3,2,0.000,0,3,0,0,0,0,4.250,0.000,0.000,0.000,0.000,97.350,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,1,0
3,12,22,1,1,18.000,3,0,0.000,1,2,0,0,0,0,4.650,0.000,0.000,0.000,0.000,57.700,0.000,0.000,0.000,0.000,0,0,0,1,0,0,0,0,1,1,0
1,25,39,1,1,26.000,4,0,0.000,0,4,0,1,1,1,14.450,0.000,35.950,23.000,24.750,349.900,0.000,895.050,515.000,640.800,1,1,1,1,0,0,0,0,1,2,1
3,63,28,1,9,34.000,2,10,0.000,1,6,1,0,1,1,15.000,40.000,0.000,17.500,45.100,934.050,2465.400,0.000,1120.000,2770.350,1,1,0,0,1,1,1,1,0,3,0
1,33,54,1,18,57.000,4,4,0.000,1,3,1,1,0,0,7.500,30.250,33.900,0.000,0.000,226.250,1105.750,1108.500,0.000,0.000,1,0,0,1,1,1,1,0,0,3,1
2,57,54,1,20,21.000,2,0,0.000,1,3,0,0,1,0,10.600,0.000,0.000,17.000,0.000,565.550,0.000,0.000,930.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,13,33,0,7,38.000,3,10,0.000,1,1,1,1,1,1,5.050,18.500,40.800,12.500,28.850,48.600,199.500,480.850,155.000,318.900,0,1,1,1,0,1,1,1,1,4,0
1,13,21,0,2,19.000,3,0,0.000,1,1,0,1,1,0,7.900,0.000,25.200,5.000,0.000,98.350,0.000,311.650,40.000,0.000,1,0,0,1,0,0,0,0,0,2,1
1,71,39,0,2,40.000,3,17,0.000,0,1,1,0,1,0,36.250,27.750,0.000,38.500,0.000,2553.700,1916.250,0.000,2620.000,0.000,1,1,0,0,0,1,0,1,0,3,0
3,18,69,1,11,58.000,3,8,0.000,0,2,1,1,1,1,6.350,27.250,53.950,11.750,63.000,118.050,454.050,896.800,175.000,1049.950,1,1,1,1,1,1,1,1,1,4,0
1,17,51,1,10,95.000,2,15,0.000,1,2,0,0,0,0,7.450,0.000,0.000,0.000,0.000,132.900,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,1
2,22,43,0,4,114.000,2,19,0.000,0,1,0,1,0,0,9.250,0.000,22.700,0.000,0.000,202.800,0.000,428.700,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,65,65,1,27,128.000,3,24,0.000,0,2,1,0,1,0,21.200,24.000,0.000,14.500,0.000,1325.050,1483.550,0.000,940.000,0.000,1,0,0,0,1,1,1,1,0,3,0
3,7,40,0,9,33.000,4,2,0.000,1,1,0,0,0,0,2.800,0.000,0.000,0.000,0.000,16.850,0.000,0.000,0.000,0.000,0,0,0,1,0,0,0,0,1,1,0
3,72,66,0,30,460.000,4,41,0.000,1,1,0,1,1,0,89.400,0.000,46.550,18.750,0.000,6353.900,0.000,3411.200,1245.000,0.000,1,1,1,1,0,0,1,1,0,4,0
1,35,43,0,12,224.000,3,17,0.000,0,1,0,0,1,0,7.700,0.000,0.000,9.500,0.000,271.550,0.000,0.000,330.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,24,39,0,2,122.000,4,12,0.000,0,3,1,0,1,1,4.450,26.250,0.000,9.750,35.900,98.350,625.950,0.000,210.000,844.950,0,0,1,1,1,1,1,1,0,4,0
1,64,24,1,0,23.000,3,1,0.000,1,5,0,1,0,0,7.000,0.000,35.550,0.000,0.000,394.600,0.000,2182.400,0.000,0.000,1,0,0,1,0,1,0,1,0,2,0
2,63,63,1,19,191.000,3,27,0.000,0,2,0,0,1,0,12.700,0.000,0.000,7.000,0.000,782.450,0.000,0.000,435.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,38,31,1,7,187.000,4,6,0.000,0,3,1,0,1,1,12.650,21.250,0.000,34.000,47.850,448.750,834.000,0.000,1165.000,1801.750,0,1,1,0,1,1,1,1,0,4,1
2,29,37,1,9,119.000,3,12,0.000,0,3,0,0,0,0,4.600,0.000,0.000,0.000,0.000,138.700,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,72,69,1,49,44.000,2,44,1.000,1,2,0,0,1,0,99.950,0.000,0.000,12.500,0.000,7257.600,0.000,0.000,875.000,0.000,1,0,0,0,0,1,0,1,0,3,0
1,10,27,1,2,15.000,3,2,0.000,1,2,1,1,1,1,7.500,12.750,48.650,7.500,39.500,66.450,154.900,442.150,60.000,377.350,1,1,1,1,1,1,1,1,1,4,1
3,72,64,0,41,674.000,4,37,0.000,1,1,1,0,1,1,49.600,32.750,0.000,48.750,60.150,3535.800,2378.150,0.000,3465.000,4366.200,1,1,0,0,1,1,1,1,0,3,0
3,52,23,1,4,33.000,4,0,0.000,1,2,1,0,1,0,13.100,18.250,0.000,18.750,0.000,757.800,945.150,0.000,920.000,0.000,1,0,0,0,1,1,1,1,0,3,0
3,13,55,0,3,250.000,2,35,0.000,1,2,0,0,0,0,4.100,0.000,0.000,0.000,0.000,50.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
1,3,33,0,6,64.000,4,0,0.000,0,2,0,1,0,0,2.150,0.000,20.750,0.000,0.000,6.000,0.000,53.100,0.000,0.000,0,0,0,0,0,0,0,0,1,1,1
3,39,24,1,2,26.000,2,4,0.000,0,4,0,0,1,0,10.400,0.000,0.000,12.500,0.000,403.500,0.000,0.000,480.000,0.000,0,0,0,0,0,0,0,0,1,1,1
2,28,29,0,4,23.000,3,5,0.000,0,2,0,0,0,0,3.700,0.000,0.000,0.000,0.000,91.950,0.000,0.000,0.000,0.000,1,0,0,1,0,0,1,1,1,2,0
2,46,42,0,9,52.000,4,7,0.000,0,3,0,0,1,0,14.250,0.000,0.000,21.000,0.000,611.650,0.000,0.000,985.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,62,46,0,27,200.000,3,9,0.000,1,1,0,0,1,0,26.250,0.000,0.000,74.000,0.000,1625.350,0.000,0.000,4590.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,23,33,1,7,28.000,1,4,0.000,0,2,0,0,1,0,6.900,0.000,0.000,14.000,0.000,177.400,0.000,0.000,340.000,0.000,0,0,0,0,1,1,1,0,0,3,0
3,23,25,1,5,19.000,5,0,0.000,0,3,1,1,0,0,6.950,25.000,36.700,0.000,0.000,157.100,562.200,829.100,0.000,0.000,1,1,0,1,0,1,1,0,1,4,1
2,72,61,1,39,76.000,3,21,0.000,0,2,1,1,1,1,54.800,67.250,51.350,69.500,55.500,3983.600,4905.850,3761.800,4975.000,4097.700,1,1,1,1,1,1,1,1,0,4,0
3,56,60,0,26,70.000,2,20,0.000,0,1,0,1,0,1,7.750,0.000,29.300,0.000,26.150,397.150,0.000,1638.200,0.000,1340.750,0,0,0,0,0,0,0,0,1,1,0
1,8,30,0,1,34.000,2,9,0.000,1,1,0,0,1,0,4.250,0.000,0.000,13.250,0.000,28.650,0.000,0.000,75.000,0.000,0,0,0,0,1,0,1,1,0,3,0
3,3,36,0,7,34.000,5,3,0.000,1,3,1,1,0,0,2.700,13.000,24.000,0.000,0.000,7.000,35.650,55.900,0.000,0.000,1,1,1,0,0,0,1,0,1,4,0
3,37,37,0,7,172.000,3,13,0.000,0,1,0,0,0,0,6.850,0.000,0.000,0.000,0.000,258.500,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,1,0
3,37,53,1,13,48.000,1,10,0.000,0,3,1,0,1,0,12.550,23.500,0.000,10.250,0.000,439.550,876.050,0.000,350.000,0.000,0,0,0,0,1,1,1,1,0,3,0
2,6,30,0,9,45.000,2,2,0.000,1,1,0,0,0,0,1.350,0.000,0.000,0.000,0.000,9.950,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,1
1,48,47,0,9,72.000,3,13,0.000,0,5,1,0,1,1,15.300,28.500,0.000,16.000,32.550,732.350,1352.100,0.000,790.000,1559.100,1,1,1,0,1,1,1,1,0,4,1
2,43,43,1,3,55.000,4,18,0.000,1,4,1,1,1,1,9.100,40.750,48.400,16.000,50.600,422.700,1802.500,1976.650,675.000,2244.800,0,1,1,1,1,1,1,1,0,4,0
2,21,29,0,7,40.000,4,2,0.000,1,4,1,1,1,1,4.500,17.000,36.200,19.250,33.400,89.100,386.800,772.300,395.000,653.900,0,0,0,1,0,1,1,0,0,1,0
3,6,33,0,12,26.000,3,0,0.000,0,1,1,0,1,1,6.100,18.750,0.000,24.250,22.800,35.100,131.100,0.000,125.000,121.750,0,1,0,1,1,1,1,1,0,3,1
2,69,51,0,18,96.000,1,33,0.000,0,4,1,0,1,0,33.950,87.000,0.000,33.500,0.000,2338.800,5916.000,0.000,2180.000,0.000,1,0,0,0,1,1,1,1,0,3,0
1,22,33,0,9,54.000,1,10,0.000,0,1,1,0,1,0,11.050,22.250,0.000,18.750,0.000,246.700,504.400,0.000,370.000,0.000,0,0,0,0,1,1,1,1,0,3,0
1,28,40,1,1,47.000,2,9,0.000,1,3,1,0,1,0,8.100,29.500,0.000,28.500,0.000,224.250,774.750,0.000,730.000,0.000,0,0,0,0,1,1,1,1,0,3,0
1,71,47,1,23,142.000,1,30,0.000,0,2,0,0,1,0,32.200,0.000,0.000,82.250,0.000,2237.350,0.000,0.000,5520.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,7,37,0,5,57.000,4,1,0.000,0,1,0,0,0,0,3.800,0.000,0.000,0.000,0.000,23.900,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1,0
1,63,29,0,10,20.000,3,7,0.000,0,2,1,1,1,1,13.300,31.000,62.350,10.000,96.250,867.900,1944.450,3778.750,640.000,6132.200,1,1,1,1,1,1,1,1,1,4,0
2,53,57,0,25,37.000,1,7,0.000,0,1,0,0,1,0,7.700,0.000,0.000,9.250,0.000,363.950,0.000,0.000,465.000,0.000,1,0,0,0,0,0,1,0,0,2,0
2,50,52,1,17,36.000,4,16,0.000,0,4,1,0,1,1,11.950,55.000,0.000,48.000,85.850,616.250,2662.100,0.000,2330.000,4118.600,1,1,1,0,1,1,1,1,1,4,0
2,39,31,1,6,24.000,4,2,0.000,0,2,0,1,1,0,13.900,0.000,33.300,16.500,0.000,505.550,0.000,1213.500,600.000,0.000,0,0,1,0,1,1,1,1,1,4,0
3,16,19,0,0,21.000,2,0,0.000,1,1,0,0,0,0,5.250,0.000,0.000,0.000,0.000,70.250,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,1,0
3,43,51,1,15,186.000,3,25,0.000,0,2,1,0,1,1,18.900,59.750,0.000,20.250,59.150,856.300,2522.950,0.000,885.000,2525.100,1,1,1,0,1,1,1,1,0,4,0
3,44,31,0,12,30.000,1,7,0.000,1,3,0,0,1,0,8.000,0.000,0.000,13.000,0.000,317.900,0.000,0.000,530.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,72,66,1,43,96.000,2,16,0.000,1,2,1,0,1,1,35.150,34.750,0.000,21.500,50.700,2537.650,2557.750,0.000,1440.000,3571.450,1,1,0,0,1,1,1,1,1,4,0
3,61,76,0,39,15.000,1,29,1.000,0,1,1,0,1,0,18.600,52.750,0.000,24.000,0.000,1168.450,3257.700,0.000,1415.000,0.000,1,0,1,0,1,1,1,1,0,3,0
3,43,21,1,1,25.000,1,4,0.000,0,4,0,0,0,0,7.600,0.000,0.000,0.000,0.000,334.450,0.000,0.000,0.000,0.000,1,0,0,1,0,0,1,1,0,2,1
3,24,39,0,11,49.000,3,7,0.000,1,1,0,1,0,0,7.450,0.000,30.900,0.000,0.000,177.200,0.000,657.250,0.000,0.000,0,0,0,1,0,0,0,0,0,1,0
3,64,45,0,4,38.000,2,7,0.000,1,1,1,0,1,0,13.750,22.750,0.000,10.250,0.000,918.000,1447.400,0.000,610.000,0.000,1,1,0,0,1,0,1,1,0,3,1
2,64,38,0,0,29.000,2,2,0.000,0,2,1,0,1,0,17.500,15.500,0.000,16.750,0.000,1114.450,1141.550,0.000,1010.000,0.000,1,0,0,0,0,0,0,0,0,2,0
1,24,26,0,7,55.000,2,7,0.000,1,1,0,0,0,0,7.600,0.000,0.000,0.000,0.000,175.800,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,1,0
3,33,55,1,21,64.000,3,10,0.000,1,3,1,0,1,0,5.150,14.500,0.000,24.750,0.000,163.050,494.550,0.000,775.000,0.000,0,0,0,0,0,0,1,1,0,1,0
2,33,33,1,12,42.000,4,7,0.000,1,5,0,1,1,1,8.800,0.000,30.950,23.000,23.350,305.750,0.000,1019.150,730.000,665.350,1,1,0,0,0,0,0,0,0,2,0
1,2,40,0,9,134.000,4,2,0.000,0,1,0,1,0,0,3.900,0.000,23.800,0.000,0.000,4.600,0.000,26.450,0.000,0.000,0,0,0,1,0,0,0,0,1,1,0
2,42,48,1,22,82.000,1,21,0.000,1,5,1,0,1,0,9.300,25.000,0.000,17.000,0.000,459.000,1006.900,0.000,750.000,0.000,1,0,0,1,1,1,1,0,1,4,0
1,52,54,1,5,153.000,5,10,0.000,0,2,0,1,0,1,11.050,0.000,36.300,0.000,30.150,555.850,0.000,1816.650,0.000,1525.150,1,1,0,1,1,0,0,0,1,2,1
1,45,66,0,43,144.000,2,13,0.000,1,1,0,0,1,0,7.750,0.000,0.000,13.000,0.000,338.800,0.000,0.000,565.000,0.000,1,0,0,1,0,0,0,0,0,2,0
3,3,25,0,4,22.000,4,0,0.000,0,2,0,1,1,0,2.850,0.000,28.250,19.500,0.000,7.500,0.000,48.000,30.000,0.000,0,1,0,1,0,1,1,1,1,4,1
2,37,53,1,16,35.000,1,16,0.000,1,4,0,0,0,0,21.300,0.000,0.000,0.000,0.000,788.250,0.000,0.000,0.000,0.000,0,0,0,0,0,1,1,0,0,3,0
2,28,57,0,33,82.000,4,22,0.000,1,1,0,1,0,0,4.050,0.000,31.450,0.000,0.000,71.500,0.000,858.150,0.000,0.000,1,1,0,1,0,0,1,0,1,2,1
3,40,63,1,9,61.000,1,22,0.000,0,2,0,0,1,0,10.900,0.000,0.000,41.000,0.000,470.900,0.000,0.000,1635.000,0.000,0,0,0,0,0,0,0,0,0,1,0
2,37,33,0,1,102.000,2,12,0.000,0,1,0,1,1,1,16.300,0.000,33.350,10.250,37.900,646.700,0.000,1108.050,360.000,1330.600,1,0,1,1,1,1,0,0,1,4,0
3,7,27,0,5,31.000,3,4,0.000,0,5,1,1,0,1,4.150,15.000,46.050,0.000,41.850,30.800,96.600,271.750,0.000,235.550,1,1,1,1,1,1,1,0,1,4,1
1,71,56,0,23,170.000,1,30,0.000,1,1,1,0,1,0,14.200,27.000,0.000,30.000,0.000,1001.200,1840.650,0.000,2140.000,0.000,1,1,1,0,0,1,1,1,0,4,0
2,19,46,0,11,26.000,2,0,0.000,1,1,0,0,1,0,6.050,0.000,0.000,5.000,0.000,121.700,0.000,0.000,90.000,0.000,0,0,0,1,0,1,0,1,1,1,0
2,61,40,0,15,85.000,3,15,0.000,1,1,1,0,1,0,13.650,29.250,0.000,22.750,0.000,831.150,1823.600,0.000,1310.000,0.000,1,0,0,0,1,1,1,1,1,3,0
3,70,53,1,16,183.000,2,35,0.000,1,2,0,0,1,0,32.900,0.000,0.000,15.000,0.000,2234.900,0.000,0.000,1085.000,0.000,1,0,0,0,0,0,0,0,0,2,0
2,60,55,1,13,67.000,1,18,0.000,1,2,0,0,1,0,10.750,0.000,0.000,14.750,0.000,697.700,0.000,0.000,925.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,48,45,1,5,42.000,1,11,0.000,1,2,0,0,0,0,9.250,0.000,0.000,0.000,0.000,435.600,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,1,0
1,8,63,1,1,31.000,1,9,0.000,0,2,1,0,1,0,2.250,13.750,0.000,11.250,0.000,16.800,102.550,0.000,80.000,0.000,0,0,0,0,1,0,1,1,0,3,0
2,58,58,1,10,96.000,2,17,0.000,0,4,1,0,0,0,12.500,23.000,0.000,0.000,0.000,710.800,1345.950,0.000,0.000,0.000,1,0,0,0,1,1,0,1,0,3,0
1,16,24,1,5,24.000,3,2,0.000,0,5,0,0,1,0,9.400,0.000,0.000,14.750,0.000,124.200,0.000,0.000,215.000,0.000,0,0,0,0,1,1,1,0,0,3,0
2,33,33,0,4,53.000,2,14,0.000,1,1,0,0,0,0,5.050,0.000,0.000,0.000,0.000,145.850,0.000,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,1,0
2,39,25,0,4,18.000,1,0,0.000,1,1,0,0,0,0,6.750,0.000,0.000,0.000,0.000,242.700,0.000,0.000,0.000,0.000,1,0,0,0,1,1,0,1,0,3,0
1,62,51,0,10,43.000,4,19,0.000,0,2,0,1,1,1,27.150,0.000,42.700,17.000,41.150,1632.400,0.000,2583.850,1015.000,2521.050,1,0,1,1,1,0,0,0,1,2,0
1,50,34,0,10,104.000,3,9,0.000,0,1,1,1,1,1,27.500,21.750,52.100,20.250,47.900,1444.450,1219.550,2568.400,960.000,2368.400,1,1,1,1,1,1,1,1,1,4,0
2,48,55,0,31,26.000,1,1,0.000,0,1,0,0,0,0,12.150,0.000,0.000,0.000,0.000,606.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0
3,31,62,0,5,56.000,2,26,0.000,1,1,1,0,1,0,4.300,22.250,0.000,13.750,0.000,123.500,744.450,0.000,435.000,0.000,0,1,0,0,1,1,1,1,0,3,0
2,65,33,1,9,49.000,2,6,0.000,0,5,1,0,1,0,42.900,17.250,0.000,17.500,0.000,2706.800,1094.100,0.000,1190.000,0.000,1,0,0,0,0,0,1,0,0,2,0
1,36,58,0,34,80.000,1,21,0.000,1,1,0,0,1,0,8.500,0.000,0.000,8.500,0.000,298.250,0.000,0.000,260.000,0.000,1,0,0,0,0,1,0,0,0,2,0
1,61,46,0,5,318.000,3,18,0.000,1,1,1,0,1,0,28.900,39.250,0.000,84.750,0.000,1796.700,2442.750,0.000,5115.000,0.000,1,1,0,0,1,1,1,1,0,3,0
2,48,42,0,21,35.000,4,5,0.000,0,1,0,0,0,0,12.900,0.000,0.000,0.000,0.000,589.350,0.000,0.000,0.000,0.000,1,0,0,0,0,1,1,0,0,3,0
3,35,45,0,17,29.000,1,6,0.000,0,1,0,0,0,0,8.400,0.000,0.000,0.000,0.000,300.350,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,1,0
1,51,28,0,8,43.000,5,1,0.000,0,5,1,1,1,1,11.150,35.000,77.700,20.000,80.350,623.000,1920.500,3925.500,955.000,4059.900,1,1,1,1,1,1,1,1,1,4,0
2,49,51,1,5,80.000,5,3,0.000,0,2,0,1,1,1,5.750,0.000,51.750,36.000,36.700,285.400,0.000,2435.350,1810.000,1679.450,1,1,1,1,1,1,1,1,1,4,1
1,35,39,1,11,30.000,3,2,0.000,1,3,1,0,0,0,6.850,27.750,0.000,0.000,0.000,224.850,929.950,0.000,0.000,0.000,0,0,1,0,0,0,1,1,0,3,1
